decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2018-01-02,CZLT33.SA,CZLT33,bdr,COSAN LTD,DR3,BRCZLTBDR009,2018-01-02,32.95,8069754.716666667,60,436,110100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BRSR6.SA,BRSR6,equity,BANRISUL,PNB     N1,BRBRSRACNPB4,2018-01-02,14.88,19493122.916666668,60,2000,521300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TOTS3.SA,TOTS3,equity,TOTVS,ON  EJ  NM,BRTOTSACNOR8,2018-01-02,30.15,19278741.183333334,60,2198,314200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ARZZ3.SA,ARZZ3,equity,AREZZO CO,ON  EJ  NM,BRARZZACNOR3,2018-01-02,56.3,19094541.766666666,60,1615,253500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CSMG3.SA,CSMG3,equity,COPASA,ON      NM,BRCSMGACNOR5,2018-01-02,43.85,18589871.35,60,1842,304900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CAML3.SA,CAML3,equity,CAMIL,ON      NM,BRCAMLACNOR3,2018-01-02,7.82,18569485.85,60,1778,1563100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PSSA3.SA,PSSA3,equity,PORTO SEGURO,ON      NM,BRPSSAACNOR7,2018-01-02,36.4,18335074.483333334,60,1389,218000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TIET11.SA,TIET11,equity,AES TIETE E,UNT     N2,BRTIETCDAM15,2018-01-02,12.82,18184649.933333334,60,4408,1268000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MYPK3.SA,MYPK3,equity,IOCHP-MAXION,ON      NM,BRMYPKACNOR7,2018-01-02,23.32,17923703.7,60,3329,644200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SULA11.SA,SULA11,equity,SUL AMERICA,UNT EJ  N2,BRSULACDAM12,2018-01-02,18.51,17752791.05,60,2599,503600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,LIGT3.SA,LIGT3,equity,LIGHT S/A,ON      NM,BRLIGTACNOR2,2018-01-02,16.79,15734136.016666668,60,2195,472900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CESP6.SA,CESP6,equity,CESP,PNB     N1,BRCESPACNPB4,2018-01-02,13.1,15093698.5,60,3615,870400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,WIZS3.SA,WIZS3,equity,WIZ S.A.,ON      NM,BRWIZSACNOR1,2018-01-02,12.15,15047124.916666666,60,2275,566200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,EZTC3.SA,EZTC3,equity,EZTEC,ON      NM,BREZTCACNOR0,2018-01-02,22.12,14858615.716666667,60,3008,491400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,OIBR3.SA,OIBR3,equity,OI,ON      N1,BROIBRACNOR1,2018-01-02,3.6,14236947.966666667,60,1860,2554900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SMTO3.SA,SMTO3,equity,SAO MARTINHO,ON      NM,BRSMTOACNOR3,2018-01-02,19.12,13913021.366666667,60,2022,464700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,POMO4.SA,POMO4,equity,MARCOPOLO,PN  EJ  N2,BRPOMOACNPR7,2018-01-02,3.94,13618540.083333334,60,6265,3055600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ENGI11.SA,ENGI11,equity,ENERGISA,UNT     N2,BRENGICDAM16,2018-01-02,26.93,13479827.633333333,60,1879,750100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BPAC11.SA,BPAC11,equity,BTGP BANCO,UNT,BRBPACUNT006,2018-01-02,18.9,13257503.066666666,60,1424,1362600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,LINX3.SA,LINX3,equity,LINX,ON      NM,BRLINXACNOR0,2018-01-02,21.43,13098995.333333334,60,2408,976000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ELPL3.SA,ELPL3,equity,ELETROPAULO,ON      NM,BRELPLACNOR9,2018-01-02,16.73,13087917.367346939,49,2278,1359700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ALPA4.SA,ALPA4,equity,ALPARGATAS,PN      N1,BRALPAACNPR7,2018-01-02,17.6,13040420.9,60,1313,263700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MRFG3.SA,MRFG3,equity,MARFRIG,ON      NM,BRMRFGACNOR0,2018-01-02,7.3,12240955.433333334,60,4000,1050300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PARD3.SA,PARD3,equity,IHPARDINI,ON  EJ  NM,BRPARDACNOR1,2018-01-02,33.5,12055781.883333333,60,1023,478100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RAPT4.SA,RAPT4,equity,RANDON PART,PN      N1,BRRAPTACNPR4,2018-01-02,7.56,11965118.55,60,3125,1575200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MPLU3.SA,MPLU3,equity,MULTIPLUS,ON      NM,BRMPLUACNOR3,2018-01-02,35.48,11877661.433333334,60,1274,200300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GUAR3.SA,GUAR3,equity,GUARARAPES,ON  EJ,BRGUARACNOR4,2018-01-02,155.0,11801922.333333334,60,768,123200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CMIG3.SA,CMIG3,equity,CEMIG,ON      N1,BRCMIGACNOR6,2018-01-02,6.6,11783035.516666668,60,3016,1350000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ALUP11.SA,ALUP11,equity,ALUPAR,UNT     N2,BRALUPCDAM15,2018-01-02,18.36,10871148.55,60,3055,686900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MOVI3.SA,MOVI3,equity,MOVIDA,ON      NM,BRMOVIACNOR0,2018-01-02,7.35,10683308.416666666,60,3033,1100500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TEND3.SA,TEND3,equity,TENDA,ON      NM,BRTENDACNOR4,2018-01-02,19.84,10340077.616666667,60,837,177500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GRND3.SA,GRND3,equity,GRENDENE,ON      NM,BRGRNDACNOR3,2018-01-02,28.45,10335755.216666667,60,1291,231200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BEEF3.SA,BEEF3,equity,MINERVA,ON      NM,BRBEEFACNOR6,2018-01-02,10.89,10002681.133333333,60,2165,317400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,VLID3.SA,VLID3,equity,VALID,ON      NM,BRVLIDACNOR5,2018-01-02,19.2,9574623.85,60,2354,939500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GFSA3.SA,GFSA3,equity,GAFISA,ON  ES  NM,BRGFSAACNOR3,2018-01-02,20.15,9570806.033333333,60,1034,577100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MEAL3.SA,MEAL3,equity,IMC S/A,ON      NM,BRMEALACNOR9,2018-01-02,9.1,8880182.25,60,3021,996900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TUPY3.SA,TUPY3,equity,TUPY,ON      NM,BRTUPYACNOR1,2018-01-02,18.74,8522049.6,60,1719,236600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ABCB4.SA,ABCB4,equity,ABC BRASIL,PN  EJS N2,BRABCBACNPR4,2018-01-02,16.58,7949891.033333333,60,2024,326300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SLCE3.SA,SLCE3,equity,SLC AGRICOLA,ON      NM,BRSLCEACNOR2,2018-01-02,27.65,7783419.966666667,60,1808,253700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,VULC3.SA,VULC3,equity,VULCABRAS,ON      NM,BRVULCACNOR2,2018-01-02,9.29,7733770.416666667,60,872,335400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ANIM3.SA,ANIM3,equity,ANIMA,ON      NM,BRANIMACNOR6,2018-01-02,28.5,7327602.516666667,60,1936,387400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ALSC3.SA,ALSC3,equity,ALIANSCE,ON      NM,BRALSCACNOR0,2018-01-02,18.05,7283399.05,60,1412,339500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ENEV3.SA,ENEV3,equity,ENEVA,ON      NM,BRENEVACNOR8,2018-01-02,14.1,7231243.233333333,60,467,185400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,LEVE3.SA,LEVE3,equity,METAL LEVE,ON      NM,BRLEVEACNOR2,2018-01-02,23.94,6478220.35,60,1397,286800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BRPR3.SA,BRPR3,equity,BR PROPERT,ON      NM,BRBRPRACNOR9,2018-01-02,10.49,6398624.266666667,60,2484,703700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TGMA3.SA,TGMA3,equity,TEGMA,ON      NM,BRTGMAACNOR7,2018-01-02,20.0,6365701.316666666,60,1419,318700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,AALR3.SA,AALR3,equity,ALLIAR,ON      NM,BRAALRACNOR6,2018-01-02,14.89,5957525.65,60,403,94500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,OMGE3.SA,OMGE3,equity,OMEGA GER,ON      NM,BROMGEACNOR0,2018-01-02,17.3,5933938.8,60,751,135300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,AMAR3.SA,AMAR3,equity,LOJAS MARISA,ON      NM,BRAMARACNOR4,2018-01-02,7.79,5927113.633333334,60,3414,1242900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CGAS5.SA,CGAS5,equity,COMGAS,PNA EJ,BRCGASACNPA3,2018-01-02,59.85,5370765.283333333,60,574,278700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,QGEP3.SA,QGEP3,equity,QGEP PART,ON      NM,BRQGEPACNOR8,2018-01-02,11.63,5107090.816666666,60,5818,1304100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RLOG3.SA,RLOG3,equity,COSAN LOG,ON      NM,BRRLOGACNOR4,2018-01-02,9.5,4992179.183333334,60,1473,500700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,DIRR3.SA,DIRR3,equity,DIRECIONAL,ON      NM,BRDIRRACNOR0,2018-01-02,5.84,4436131.75,60,1742,550900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,EVEN3.SA,EVEN3,equity,EVEN,ON      NM,BREVENACNOR8,2018-01-02,5.8,4051008.8833333333,60,1855,968200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PRIO3.SA,PRIO3,equity,PETRORIO,ON      NM,BRPRIOACNOR1,2018-01-02,85.45,3636889.216666667,60,251,47900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PTBL3.SA,PTBL3,equity,PORTOBELLO,ON      NM,BRPTBLACNOR8,2018-01-02,5.8,3530129.7333333334,60,1317,678200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,STBP3.SA,STBP3,equity,SANTOS BRP,ON      NM,BRSTBPACNOR3,2018-01-02,3.42,3453542.75,60,6204,2352900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MAGG3.SA,MAGG3,equity,MAGNESITA SA,ON      NM,BRMAGGACNOR4,2018-01-02,49.25,3374558.75,60,179,37800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2018-01-02,2.01,3178185.3666666667,60,2254,2470800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2018-01-02,2.11,3153602.6166666667,60,2188,1653100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,FESA4.SA,FESA4,equity,FERBASA,PN  EJ  N1,BRFESAACNPR5,2018-01-02,21.48,3071623.1,60,1764,367000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PDGR3.SA,PDGR3,equity,PDG REALT,ON      NM,BRPDGRACNOR8,2018-01-02,2.31,2843794.183333333,60,464,817900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,DMMO3.SA,DMMO3,equity,DOMMO,ON,BRDMMOACNOR0,2018-01-02,1.04,2673439.9166666665,60,188,564900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2018-01-02,3.36,2661489.8,60,210,187000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CMIG10.SA,CMIG10,equity,CEMIG,PN  REC N1,BRCMIGR02PR6,2018-01-02,6.94,2637736.476190476,21,118,156000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SAPR3.SA,SAPR3,equity,SANEPAR,ON  EJ  N2,BRSAPRACNOR9,2018-01-02,13.24,2151629.4833333334,60,135,19900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2018-01-02,5.84,1878887.0666666667,60,667,251900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MILS3.SA,MILS3,equity,MILLS,ON      NM,BRMILSACNOR2,2018-01-02,4.22,1799418.9166666667,60,763,356300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2018-01-02,1.01,1784279.9333333333,60,1108,5016300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CPLE3.SA,CPLE3,equity,COPEL,ON  EJ  N1,BRCPLEACNOR8,2018-01-02,20.61,1452672.0666666667,60,137,36400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2018-01-02,1.61,1422102.0333333334,60,559,2202200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CARD3.SA,CARD3,equity,CSU CARDSYST,ON      NM,BRCARDACNOR9,2018-01-02,10.22,1373507.8166666667,60,557,235200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ALUP3.SA,ALUP3,equity,ALUPAR,ON      N2,BRALUPACNOR8,2018-01-02,7.95,1321739.0625,32,4,600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,JHSF3.SA,JHSF3,equity,JHSF PART,ON      NM,BRJHSFACNOR2,2018-01-02,1.8,1271443.8,60,581,1774400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SCAR3.SA,SCAR3,equity,SAO CARLOS,ON      NM,BRSCARACNOR7,2018-01-02,43.01,1227095.1833333333,60,30,5600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,UNIP6.SA,UNIP6,equity,UNIPAR,PNB,BRUNIPACNPB8,2018-01-02,16.68,1194079.45,60,215,68100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ROMI3.SA,ROMI3,equity,INDS ROMI,ON  EJ  NM,BRROMIACNOR8,2018-01-02,8.05,1180161.5833333333,60,419,214200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GUAR4.SA,GUAR4,equity,GUARARAPES,PN  EJ,BRGUARACNPR1,2018-01-02,144.43,1178260.1333333333,60,76,8200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PFRM3.SA,PFRM3,equity,PROFARMA,ON      NM,BRPFRMACNOR1,2018-01-02,7.57,1152701.0666666667,60,177,179700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2018-01-02,7.36,1132613.35,60,422,127100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SSBR3.SA,SSBR3,equity,SIERRABRASIL,ON      NM,BRSSBRACNOR1,2018-01-02,25.04,1117518.8,60,107,22000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ALUP4.SA,ALUP4,equity,ALUPAR,PN      N2,BRALUPACNPR5,2018-01-02,5.35,1111430.8421052631,38,1,100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TRIS3.SA,TRIS3,equity,TRISUL,ON      NM,BRTRISACNOR4,2018-01-02,4.15,1093967.8166666667,60,200,199100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PRML3.SA,PRML3,equity,PRUMO,ON      NM,BRPRMLACNOR9,2018-01-02,11.26,1092154.7166666666,60,109,57700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ATOM3.SA,ATOM3,equity,ATOMPAR,ON,BRATOMACNOR1,2018-01-02,3.44,1011923.35,60,182,168500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PNVL3.SA,PNVL3,equity,DIMED,ON  EJ,BRPNVLACNOR9,2018-01-02,414.5,1001826.2727272727,33,6,800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BRIN3.SA,BRIN3,equity,BR INSURANCE,ON      NM,BRBRINACNOR3,2018-01-02,12.0,999270.2666666667,60,96,32900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2018-01-02,7.28,997399.2833333333,60,250,152100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,AGRO3.SA,AGRO3,equity,BRASILAGRO,ON      NM,BRAGROACNOR7,2018-01-02,12.67,990240.3666666667,60,138,39100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RNEW11.SA,RNEW11,equity,RENOVA,UNT     N2,BRRNEWCDAM15,2018-01-02,6.0,970136.4666666667,60,62,35400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SGPS3.SA,SGPS3,equity,SPRINGS,ON      NM,BRSGPSACNOR4,2018-01-02,10.9,957003.7166666667,60,259,101800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,LCAM3.SA,LCAM3,equity,LOCAMERICA,ON  EJ  NM,BRLCAMACNOR3,2018-01-02,20.3,955693.7833333333,60,605,249500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,POMO3.SA,POMO3,equity,MARCOPOLO,ON  EJ  N2,BRPOMOACNOR0,2018-01-02,3.2,916623.0333333333,60,97,280100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2018-01-02,10.88,914004.7666666667,60,98,34300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,VIVT3.SA,VIVT3,equity,TELEF BRASIL,ON  EJ,BRVIVTACNOR0,2018-01-02,41.4,876676.5,60,53,6400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,COCE5.SA,COCE5,equity,COELCE,PNA,BRCOCEACNPA3,2018-01-02,53.87,868471.6666666666,60,33,7800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,ETER3.SA,ETER3,equity,ETERNIT,ON      NM,BRETERACNOR3,2018-01-02,0.94,848484.3333333334,60,219,494600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SEDU3.SA,SEDU3,equity,SOMOS EDUCA,ON      NM,BRSEDUACNOR1,2018-01-02,14.88,838352.15,60,23,5000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,JSLG3.SA,JSLG3,equity,JSL,ON      NM,BRJSLGACNOR2,2018-01-02,7.86,724940.75,60,109,49600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,UCAS3.SA,UCAS3,equity,UNICASA,ON      NM,BRUCASACNOR1,2018-01-02,2.46,716644.3,60,118,185800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PPLA11.SA,PPLA11,equity,PPLA,UNT,BRPPLAUNT007,2018-01-02,1.33,687666.0,60,181,95300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,MLFT4.SA,MLFT4,equity,JEREISSATI,PN,BRMLFTACNPR3,2018-01-02,20.2,609450.1551724138,58,17,6000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SLED4.SA,SLED4,equity,SARAIVA LIVR,PN      N2,BRSLEDACNPR7,2018-01-02,4.24,601413.2833333333,60,91,46200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,POSI3.SA,POSI3,equity,POSITIVO TEC,ON      NM,BRPOSIACNOR9,2018-01-02,3.19,597923.9166666666,60,448,200400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TECN3.SA,TECN3,equity,TECHNOS,ON      NM,BRTECNACNOR6,2018-01-02,3.73,574324.9666666667,60,446,373200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BRAP3.SA,BRAP3,equity,BRADESPAR,ON  EJ  N1,BRBRAPACNOR5,2018-01-02,25.39,529567.95,60,31,7000,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,IDNT3.SA,IDNT3,equity,IDEIASNET,ON      NM,BRIDNTACNOR5,2018-01-02,10.4,486492.73333333334,60,29,11700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SHUL4.SA,SHUL4,equity,SCHULZ,PN,BRSHULACNPR4,2018-01-02,6.97,462461.8333333333,60,129,57600,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,KEPL3.SA,KEPL3,equity,KEPLER WEBER,ON,BRKEPLACNOR1,2018-01-02,20.21,434308.2833333333,60,62,14900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,KLBN4.SA,KLBN4,equity,KLABIN S/A,PN      N2,BRKLBNACNPR9,2018-01-02,3.27,410336.4,60,256,151700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN      N2,BRCLSCACNPR3,2018-01-02,27.1,396327.85,60,53,91100,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TIET4.SA,TIET4,equity,AES TIETE E,PN      N2,BRTIETACNPR7,2018-01-02,2.57,391373.0,60,187,130700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RCSL4.SA,RCSL4,equity,RECRUSUL,PN,BRRCSLACNPR1,2018-01-02,0.72,384748.75,60,245,224500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,SNSL3.SA,SNSL3,equity,SENIOR SOL,ON      NM,BRSNSLACNOR9,2018-01-02,26.5,368660.13333333336,60,44,9400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TCNO4.SA,TCNO4,equity,TECNOSOLO,PN,BRTCNOACNPR2,2018-01-02,2.76,354833.31666666665,60,130,146200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,GOAU3.SA,GOAU3,equity,GERDAU MET,ON      N1,BRGOAUACNOR1,2018-01-02,5.29,354434.73333333334,60,159,128300,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2018-01-02,13.79,353446.25,60,166,18400,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,TELB4.SA,TELB4,equity,TELEBRAS,PN,BRTELBACNPR9,2018-01-02,21.5,325390.7166666667,60,27,4900,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,BPAN4.SA,BPAN4,equity,BANCO PAN,PN      N1,BRBPANACNPR1,2018-01-02,1.89,323360.4666666667,60,106,177700,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,FRAS3.SA,FRAS3,equity,FRAS-LE,ON  EJ  N1,BRFRASACNOR0,2018-01-02,5.63,321752.63333333336,60,160,84500,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,RNEW4.SA,RNEW4,equity,RENOVA,PN      N2,BRRNEWACNPR5,2018-01-02,1.84,320633.31666666665,60,30,19800,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
2018-01-02,PINE4.SA,PINE4,equity,PINE,PN      N2,BRPINEACNPR8,2018-01-02,3.48,318459.45,60,2,1200,B3 COTAHIST official annual file; last trading session 2018-01-02; 60-session average traded value,2018
