decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2019-01-02,GBIO33.SA,GBIO33,bdr,BIOTOSCANA,DR3,BRGBIOBDR008,2019-01-02,8.52,2293658.9,60,582,124600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MRVE3.SA,MRVE3,equity,MRV,ON  EC  NM,BRMRVEACNOR2,2019-01-02,12.64,59549150.96666667,60,11162,3269100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CRFB3.SA,CRFB3,equity,CARREFOUR BR,ON      NM,BRCRFBACNOR2,2019-01-02,18.95,58924917.416666664,60,9120,4586500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CSAN3.SA,CSAN3,equity,COSAN,ON      NM,BRCSANACNOR6,2019-01-02,35.7,58041760.2,60,10166,1839000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,HYPE3.SA,HYPE3,equity,HYPERA,ON  EJ  NM,BRHYPEACNOR0,2019-01-02,31.15,57661704.95,60,8645,1553900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ENBR3.SA,ENBR3,equity,ENERGIAS BR,ON  EJ  NM,BRENBRACNOR2,2019-01-02,14.18,57587035.81666667,60,10308,2320100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CYRE3.SA,CYRE3,equity,CYRELA REALT,ON  ED  NM,BRCYREACNOR7,2019-01-02,15.87,54457961.18333333,60,12781,2415000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TIMP3.SA,TIMP3,equity,TIM PART S/A,ON      NM,BRTIMPACNOR1,2019-01-02,12.15,54305705.3,60,13929,3863100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,IGTA3.SA,IGTA3,equity,IGUATEMI,ON      NM,BRIGTAACNOR5,2019-01-02,42.43,53480471.96666667,60,8219,1602000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,QUAL3.SA,QUAL3,equity,QUALICORP,ON      NM,BRQUALACNOR6,2019-01-02,13.64,52238479.8,60,8307,2131400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TAEE11.SA,TAEE11,equity,TAESA,UNT EJ  N2,BRTAEECDAM10,2019-01-02,24.21,50111376.75,60,6823,1118200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,EGIE3.SA,EGIE3,equity,ENGIE BRASIL,ON  EJ  NM,BREGIEACNOR9,2019-01-02,34.14,49879503.03333333,60,7131,1297200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TRPL4.SA,TRPL4,equity,TRAN PAULIST,PN      N1,BRTRPLACNPR1,2019-01-02,70.0,49170875.016666666,60,3071,582700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SMLS3.SA,SMLS3,equity,SMILES,ON  EJ  NM,BRSMLSACNOR1,2019-01-02,43.5,48057911.53333333,60,6452,1059300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,HGTX3.SA,HGTX3,equity,CIA HERING,ON      NM,BRHGTXACNOR9,2019-01-02,30.21,42844768.266666666,60,14505,3087600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,GNDI3.SA,GNDI3,equity,INTERMEDICA,ON      NM,BRGNDIACNOR2,2019-01-02,29.56,42277545.25,60,5198,1826000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LINX3.SA,LINX3,equity,LINX,ON      NM,BRLINXACNOR0,2019-01-02,34.51,41135493.666666664,60,3288,622400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,FLRY3.SA,FLRY3,equity,FLEURY,ON      NM,BRFLRYACNOR5,2019-01-02,20.15,40875866.31666667,60,11481,2009500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SULA11.SA,SULA11,equity,SUL AMERICA,UNT EJ  N2,BRSULACDAM12,2019-01-02,28.1,38979372.11666667,60,3303,956900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PSSA3.SA,PSSA3,equity,PORTO SEGURO,ON      NM,BRPSSAACNOR7,2019-01-02,52.01,38579256.083333336,60,2980,480400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CSMG3.SA,CSMG3,equity,COPASA,ON      NM,BRCSMGACNOR5,2019-01-02,63.8,37910453.233333334,60,4378,978500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SLCE3.SA,SLCE3,equity,SLC AGRICOLA,ON      NM,BRSLCEACNOR2,2019-01-02,44.43,37177659.8,60,3921,637300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,HAPV3.SA,HAPV3,equity,HAPVIDA,ON      NM,BRHAPVACNOR4,2019-01-02,31.1,36459110.233333334,60,4750,1293100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BRSR6.SA,BRSR6,equity,BANRISUL,PNB EJ  N1,BRBRSRACNPB4,2019-01-02,22.89,33329519.766666666,60,4583,848800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ODPV3.SA,ODPV3,equity,ODONTOPREV,ON  EDJ NM,BRODPVACNOR4,2019-01-02,14.0,31849296.716666665,60,5336,1338200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CESP6.SA,CESP6,equity,CESP,PNB     N1,BRCESPACNPB4,2019-01-02,21.93,31683004.866666667,60,2286,1337100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ECOR3.SA,ECOR3,equity,ECORODOVIAS,ON      NM,BRECORACNOR8,2019-01-02,9.72,29753176.55,60,8452,2513900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CPLE6.SA,CPLE6,equity,COPEL,PNB EJ  N1,BRCPLEACNPB9,2019-01-02,30.85,29131164.283333335,60,4537,1040700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LOGG3.SA,LOGG3,equity,LOG COM PROP,ON      NM,BRLOGGACNOR7,2019-01-02,16.85,27011537.6,5,5800,1591500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ENGI11.SA,ENGI11,equity,ENERGISA,UNT     N2,BRENGICDAM16,2019-01-02,38.0,26592336.716666665,60,7347,1272900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LIGT3.SA,LIGT3,equity,LIGHT S/A,ON      NM,BRLIGTACNOR2,2019-01-02,16.61,26541029.05,60,6692,1204700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SAPR11.SA,SAPR11,equity,SANEPAR,UNT EJ  N2,BRSAPRCDAM13,2019-01-02,60.85,26440719.183333334,60,2909,366100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,OIBR3.SA,OIBR3,equity,OI,ON      N1,BROIBRACNOR1,2019-01-02,1.26,25749131.533333335,60,3010,11757400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MDIA3.SA,MDIA3,equity,M.DIASBRANCO,ON  EJ  NM,BRMDIAACNOR7,2019-01-02,44.96,24286784.633333333,60,3346,1617100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CMIG3.SA,CMIG3,equity,CEMIG,ON  EJ  N1,BRCMIGACNOR6,2019-01-02,15.6,24120838.1,60,3865,1270600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,GFSA3.SA,GFSA3,equity,GAFISA,ON      NM,BRGFSAACNOR3,2019-01-02,16.95,22212740.566666666,60,2263,1186300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BKBR3.SA,BKBR3,equity,BK BRASIL,ON  EJ  NM,BRBKBRACNOR4,2019-01-02,20.65,21139660.4,60,5295,1431200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,RAPT4.SA,RAPT4,equity,RANDON PART,PN      N1,BRRAPTACNPR4,2019-01-02,9.46,20382444.283333335,60,4831,1226900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BIDI4.SA,BIDI4,equity,BANCO INTER,PN  EJ  N1,BRBIDIACNPR0,2019-01-02,39.46,20334069.183333334,60,1408,297300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MRFG3.SA,MRFG3,equity,MARFRIG,ON      NM,BRMRFGACNOR0,2019-01-02,5.65,19953376.683333334,60,8876,3198900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MYPK3.SA,MYPK3,equity,IOCHP-MAXION,ON      NM,BRMYPKACNOR7,2019-01-02,24.26,19587159.916666668,60,2880,560200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,VVAR3.SA,VVAR3,equity,VIAVAREJO,ON      NM,BRVVARACNOR1,2019-01-02,4.38,19148343.7,60,25473,9231200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,FJTA4.SA,FJTA4,equity,FORJA TAURUS,PN      N2,BRFJTAACNPR2,2019-01-02,5.98,19091074.983333334,60,8209,9435000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,DTEX3.SA,DTEX3,equity,DURATEX,ON  EDJ NM,BRDTEXACNOR3,2019-01-02,12.12,17982990.55,60,2830,747100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TEND3.SA,TEND3,equity,TENDA,ON  ED  NM,BRTENDACNOR4,2019-01-02,32.37,17970114.733333334,60,1774,249400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ARZZ3.SA,ARZZ3,equity,AREZZO CO,ON  EJ  NM,BRARZZACNOR3,2019-01-02,55.31,17719571.316666666,60,2683,379500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TOTS3.SA,TOTS3,equity,TOTVS,ON  EJ  NM,BRTOTSACNOR8,2019-01-02,28.65,17533183.416666668,60,4623,796400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SMTO3.SA,SMTO3,equity,SAO MARTINHO,ON      NM,BRSMTOACNOR3,2019-01-02,18.5,16633417.033333333,60,2165,1182100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MAGG3.SA,MAGG3,equity,MAGNESITA SA,ON,BRMAGGACNOR4,2019-01-02,54.92,15574059.966666667,60,70,12200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,VIVR3.SA,VIVR3,equity,VIVER,ON  ES  NM,BRVIVRACNOR4,2019-01-02,0.44,14734484.2,60,2514,21599900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BPAC11.SA,BPAC11,equity,BTGP BANCO,UNT,BRBPACUNT006,2019-01-02,24.9,14554426.816666666,60,1617,365800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LCAM3.SA,LCAM3,equity,LOCAMERICA,ON  EJ  NM,BRLCAMACNOR3,2019-01-02,38.77,13921657.15,60,3083,1035800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,EZTC3.SA,EZTC3,equity,EZTEC,ON      NM,BREZTCACNOR0,2019-01-02,25.78,13527282.783333333,60,2939,580700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LAME3.SA,LAME3,equity,LOJAS AMERIC,ON      N1,BRLAMEACNOR9,2019-01-02,15.03,11933831.516666668,60,3172,705800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TIET11.SA,TIET11,equity,AES TIETE E,UNT     N2,BRTIETCDAM15,2019-01-02,10.11,11499784.416666666,60,4107,1271000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,QGEP3.SA,QGEP3,equity,QGEP PART,ON      NM,BRQGEPACNOR8,2019-01-02,10.69,11480784.366666667,60,5498,1558300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ALSC3.SA,ALSC3,equity,ALIANSCE,ON      NM,BRALSCACNOR0,2019-01-02,19.65,11402485.116666667,60,2574,621800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SEER3.SA,SEER3,equity,SER EDUCA,ON      NM,BRSEERACNOR5,2019-01-02,16.1,11264330.633333333,60,4719,872400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,POMO4.SA,POMO4,equity,MARCOPOLO,PN      N2,BRPOMOACNPR7,2019-01-02,4.24,11190767.616666667,60,5073,3782800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CPFE3.SA,CPFE3,equity,CPFL ENERGIA,ON      NM,BRCPFEACNOR0,2019-01-02,28.94,10948769.466666667,60,1111,456600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PDGR3.SA,PDGR3,equity,PDG REALT,ON      NM,BRPDGRACNOR8,2019-01-02,1.14,10937038.266666668,60,2894,10841900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TUPY3.SA,TUPY3,equity,TUPY,ON      NM,BRTUPYACNOR1,2019-01-02,20.51,10747578.2,60,2094,330700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BEEF3.SA,BEEF3,equity,MINERVA,ON      NM,BRBEEFACNOR6,2019-01-02,5.08,10684978.666666666,60,3229,1874600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,GUAR3.SA,GUAR3,equity,GUARARAPES,ON  EJ,BRGUARACNOR4,2019-01-02,165.34,10599612.266666668,60,651,81700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BRPR3.SA,BRPR3,equity,BR PROPERT,ON      NM,BRBRPRACNOR9,2019-01-02,8.2,10459532.983333332,60,3686,793200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PARD3.SA,PARD3,equity,IHPARDINI,ON      NM,BRPARDACNOR1,2019-01-02,19.66,9931355.4,60,1575,1765000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ALUP11.SA,ALUP11,equity,ALUPAR,UNT     N2,BRALUPCDAM15,2019-01-02,18.67,9793024.966666667,60,3547,713500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,GRND3.SA,GRND3,equity,GRENDENE,ON      NM,BRGRNDACNOR3,2019-01-02,8.3,9429925.533333333,60,2345,1243400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TGMA3.SA,TGMA3,equity,TEGMA,ON      NM,BRTGMAACNOR7,2019-01-02,28.19,9076389.333333334,60,1437,241100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MPLU3.SA,MPLU3,equity,MULTIPLUS,ON      NM,BRMPLUACNOR3,2019-01-02,24.93,8702266.183333334,60,1150,267600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,VLID3.SA,VLID3,equity,VALID,ON      NM,BRVLIDACNOR5,2019-01-02,18.51,8547129.6,60,3077,663900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ITUB3.SA,ITUB3,equity,ITAUUNIBANCO,ON  EDJ N1,BRITUBACNOR4,2019-01-02,31.96,8328260.45,60,2868,976900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ENEV3.SA,ENEV3,equity,ENEVA,ON      NM,BRENEVACNOR8,2019-01-02,16.71,8118486.8,60,2034,500200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ALPA4.SA,ALPA4,equity,ALPARGATAS,PN      N1,BRALPAACNPR7,2019-01-02,17.5,8014447.4,60,1825,432100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PRIO3.SA,PRIO3,equity,PETRORIO,ON      NM,BRPRIOACNOR1,2019-01-02,103.56,7601662.316666666,60,380,51300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,UNIP6.SA,UNIP6,equity,UNIPAR,PNB EB,BRUNIPACNPB8,2019-01-02,37.75,7542793.316666666,60,574,162100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MOVI3.SA,MOVI3,equity,MOVIDA,ON  EJ  NM,BRMOVIACNOR0,2019-01-02,9.05,7240696.966666667,60,2067,864100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LEVE3.SA,LEVE3,equity,METAL LEVE,ON      NM,BRLEVEACNOR2,2019-01-02,25.99,7090308.2,60,1305,266300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,DIRR3.SA,DIRR3,equity,DIRECIONAL,ON      NM,BRDIRRACNOR0,2019-01-02,8.18,6860881.383333334,60,4070,1017000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ABCB4.SA,ABCB4,equity,ABC BRASIL,PN  EJS N2,BRABCBACNPR4,2019-01-02,17.12,6784317.766666667,60,3477,571700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,RLOG3.SA,RLOG3,equity,COSAN LOG,ON      NM,BRRLOGACNOR4,2019-01-02,13.17,6584811.533333333,60,1078,243100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MEAL3.SA,MEAL3,equity,IMC S/A,ON      NM,BRMEALACNOR9,2019-01-02,6.96,6568071.766666667,60,896,394500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,FJTA3.SA,FJTA3,equity,FORJA TAURUS,ON      N2,BRFJTAACNOR5,2019-01-02,7.21,6541594.366666666,60,2429,1671300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,OIBR4.SA,OIBR4,equity,OI,PN      N1,BROIBRACNPR8,2019-01-02,1.3,6523510.883333334,60,1078,2594300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,EVEN3.SA,EVEN3,equity,EVEN,ON      NM,BREVENACNOR8,2019-01-02,6.11,6484992.133333334,60,4318,995500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,STBP3.SA,STBP3,equity,SANTOS BRP,ON      NM,BRSTBPACNOR3,2019-01-02,4.25,5549826.433333334,60,5979,2740000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,AMAR3.SA,AMAR3,equity,LOJAS MARISA,ON      NM,BRAMARACNOR4,2019-01-02,5.54,5527862.75,60,2884,1023700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CAML3.SA,CAML3,equity,CAMIL,ON      NM,BRCAMLACNOR3,2019-01-02,7.3,5033877.366666666,60,2538,897500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ANIM3.SA,ANIM3,equity,ANIMA,ON      NM,BRANIMACNOR6,2019-01-02,18.01,4761942.283333333,60,1051,241400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,DMMO3.SA,DMMO3,equity,DOMMO,ON,BRDMMOACNOR0,2019-01-02,0.98,4555789.733333333,60,1643,3247100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,FESA4.SA,FESA4,equity,FERBASA,PN  EJ  N1,BRFESAACNPR5,2019-01-02,20.68,4339450.933333334,60,883,217900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,WIZS3.SA,WIZS3,equity,WIZ S.A.,ON      NM,BRWIZSACNOR1,2019-01-02,7.2,4243689.483333333,60,1744,476500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CPLE3.SA,CPLE3,equity,COPEL,ON  EJ  N1,BRCPLEACNOR8,2019-01-02,30.0,4089969.8,60,505,85700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2019-01-02,1.51,3769894.05,60,1737,4985100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,OMGE3.SA,OMGE3,equity,OMEGA GER,ON      NM,BROMGEACNOR0,2019-01-02,18.24,3698101.95,60,1063,994000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SAPR4.SA,SAPR4,equity,SANEPAR,PN  EJ  N2,BRSAPRACNPR6,2019-01-02,10.95,3653432.966666667,60,1929,699700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,MILS3.SA,MILS3,equity,MILLS,ON      NM,BRMILSACNOR2,2019-01-02,4.25,3627710.3666666667,60,1861,1036800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LOGN3.SA,LOGN3,equity,LOG-IN,ON      NM,BRLOGNACNOR3,2019-01-02,8.13,3381111.033333333,60,659,402900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CGAS5.SA,CGAS5,equity,COMGAS,PNA,BRCGASACNPA3,2019-01-02,59.8,3376581.1,60,114,26400,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,VULC3.SA,VULC3,equity,VULCABRAS,ON      NM,BRVULCACNOR2,2019-01-02,7.32,3357289.6,60,2637,973300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2019-01-02,1.6,3338883.033333333,60,1283,2028600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,AALR3.SA,AALR3,equity,ALLIAR,ON      NM,BRAALRACNOR6,2019-01-02,13.25,3096885.6166666667,60,856,264200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SEDU3.SA,SEDU3,equity,SOMOS EDUCA,ON      NM,BRSEDUACNOR1,2019-01-02,21.99,2442062.3859649124,57,18,5800,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,JHSF3.SA,JHSF3,equity,JHSF PART,ON      NM,BRJHSFACNOR2,2019-01-02,2.0,2222592.683333333,60,685,750000,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PTBL3.SA,PTBL3,equity,PORTOBELLO,ON      NM,BRPTBLACNOR8,2019-01-02,5.4,2195323.9166666665,60,1027,539700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2019-01-02,6.31,2184217.85,60,1831,690300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2019-01-02,1.41,1736808.15,60,456,962300,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,JSLG3.SA,JSLG3,equity,JSL,ON  EJ  NM,BRJSLGACNOR2,2019-01-02,7.28,1674054.3833333333,60,798,397100,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN      N2,BRCLSCACNPR3,2019-01-02,48.59,1660453.06779661,59,16,2200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2019-01-02,15.86,1629534.9,60,60,13900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,CARD3.SA,CARD3,equity,CSU CARDSYST,ON      NM,BRCARDACNOR9,2019-01-02,7.0,1605669.7333333334,60,696,199600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TRIS3.SA,TRIS3,equity,TRISUL,ON      NM,BRTRISACNOR4,2019-01-02,4.3,1531016.2833333334,60,785,758900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ITSA3.SA,ITSA3,equity,ITAUSA,ON  EJ  N1,BRITSAACNOR0,2019-01-02,13.72,1505574.7666666666,60,296,103700,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,ROMI3.SA,ROMI3,equity,INDS ROMI,ON      NM,BRROMIACNOR8,2019-01-02,8.61,1488559.6,60,393,186200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,GUAR4.SA,GUAR4,equity,GUARARAPES,PN  EJ,BRGUARACNPR1,2019-01-02,164.4,1417200.6,60,50,8200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2019-01-02,5.35,1291822.7666666666,60,584,278900,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2019-01-02,7.23,1192120.9166666667,60,745,243200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,FHER3.SA,FHER3,equity,FER HERINGER,ON      NM,BRFHERACNOR5,2019-01-02,4.65,1176651.9,60,363,119200,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2019-01-02,6.86,1153703.95,60,639,263600,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
2019-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2019-01-02,1.6,1081548.9666666666,60,260,318500,B3 COTAHIST official annual file; last trading session 2019-01-02; 60-session average traded value,2019
