decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2017-01-02,DIRR3.SA,DIRR3,equity,DIRECIONAL,ON      NM,BRDIRRACNOR0,2017-01-02,4.61,3088260.45,60,993,224000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,MILS3.SA,MILS3,equity,MILLS,ON      NM,BRMILSACNOR2,2017-01-02,3.93,2751187.6,60,1283,294300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2017-01-02,7.67,2706696.6333333333,60,319,215700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PRBC4.SA,PRBC4,equity,PARANA,PN      N1,BRPRBCACNPR8,2017-01-02,10.79,2344183.6842105263,57,7,1400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,STBP3.SA,STBP3,equity,SANTOS BRP,ON      NM,BRSTBPACNOR3,2017-01-02,2.35,2260460.7666666666,60,70,52100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2017-01-02,3.18,1982713.55,60,77,95900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2017-01-02,2.24,1819609.55,60,1770,848700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,MEAL3.SA,MEAL3,equity,IMC S/A,ON      NM,BRMEALACNOR9,2017-01-02,4.85,1739662.25,60,372,99900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,MMXM3.SA,MMXM3,equity,MMX MINER,ON      NM,BRMMXMACNOR2,2017-01-02,5.83,1704526.1833333333,60,31,6400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RLOG3.SA,RLOG3,equity,COSAN LOG,ON      NM,BRRLOGACNOR4,2017-01-02,5.1,1684723.0,60,188,98500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,POSI3.SA,POSI3,equity,POSITIVO INF,ON      NM,BRPOSIACNOR9,2017-01-02,2.83,1608019.2833333334,60,261,107500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TELB4.SA,TELB4,equity,TELEBRAS,PN,BRTELBACNPR9,2017-01-02,22.94,1548691.4,60,9,900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ANIM3.SA,ANIM3,equity,ANIMA,ON      NM,BRANIMACNOR6,2017-01-02,13.25,1525758.3,60,122,23400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PRML3.SA,PRML3,equity,PRUMO,ON      NM,BRPRMLACNOR9,2017-01-02,7.61,1436081.5333333334,60,569,179400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,FESA4.SA,FESA4,equity,FERBASA,PN      N1,BRFESAACNPR5,2017-01-02,7.55,1360247.4333333333,60,276,100900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2017-01-02,1.59,1358837.8666666667,60,197,423700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,AMAR3.SA,AMAR3,equity,LOJAS MARISA,ON      NM,BRAMARACNOR4,2017-01-02,6.38,1298830.1,60,39,35300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CPLE3.SA,CPLE3,equity,COPEL,ON      N1,BRCPLEACNOR8,2017-01-02,19.1,1272421.8,60,43,9700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BRIN3.SA,BRIN3,equity,BR INSURANCE,ON      NM,BRBRINACNOR3,2017-01-02,20.14,1196515.0666666667,60,13,1900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SSBR3.SA,SSBR3,equity,SIERRABRASIL,ON      NM,BRSSBRACNOR1,2017-01-02,17.0,1170485.2,60,101,19900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,MLFT4.SA,MLFT4,equity,JEREISSATI,PN,BRMLFTACNPR3,2017-01-02,7.4,1166455.2,60,5,900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2017-01-02,1.51,1132189.0333333334,60,748,390100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SCAR3.SA,SCAR3,equity,SAO CARLOS,ON      NM,BRSCARACNOR7,2017-01-02,25.15,1060274.1,60,110,11400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,GUAR3.SA,GUAR3,equity,GUARARAPES,ON,BRGUARACNOR4,2017-01-02,57.52,1016293.779661017,59,15,1700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ETER3.SA,ETER3,equity,ETERNIT,ON      NM,BRETERACNOR3,2017-01-02,1.4,987394.4333333333,60,474,896900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SLED4.SA,SLED4,equity,SARAIVA LIVR,PN      N2,BRSLEDACNPR7,2017-01-02,3.55,959579.2333333333,60,166,181200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TGMA3.SA,TGMA3,equity,TEGMA,ON      NM,BRTGMAACNOR7,2017-01-02,7.47,946307.9333333333,60,400,65100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,VIVT3.SA,VIVT3,equity,TELEF BRASIL,ON  EJ,BRVIVTACNOR0,2017-01-02,35.37,884366.0166666667,60,303,38300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,OGXP3.SA,OGXP3,equity,OGX PETROLEO,ON      NM,BROGXPACNOR3,2017-01-02,4.35,865514.4166666666,60,40,10600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,GOAU3.SA,GOAU3,equity,GERDAU MET,ON      N1,BRGOAUACNOR1,2017-01-02,4.26,861037.1333333333,60,75,77100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,JHSF3.SA,JHSF3,equity,JHSF PART,ON      NM,BRJHSFACNOR2,2017-01-02,1.44,847534.2,60,67,82100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PFRM3.SA,PFRM3,equity,PROFARMA,ON      NM,BRPFRMACNOR1,2017-01-02,8.22,847277.8,60,74,17400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2017-01-02,2.9,795257.3833333333,60,214,199800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,COCE5.SA,COCE5,equity,COELCE,PNA,BRCOCEACNPA3,2017-01-02,48.79,785421.1166666667,60,60,9900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PNVL3.SA,PNVL3,equity,DIMED,ON  EJ,BRPNVLACNOR9,2017-01-02,645.0,780178.5294117647,51,7,700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CCXC3.SA,CCXC3,equity,CCX CARVAO,ON      NM,BRCCXCACNOR5,2017-01-02,1.47,726108.2666666667,60,79,64800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,AGRO3.SA,AGRO3,equity,BRASILAGRO,ON      NM,BRAGROACNOR7,2017-01-02,10.95,651641.6333333333,60,99,33100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,KEPL3.SA,KEPL3,equity,KEPLER WEBER,ON,BRKEPLACNOR1,2017-01-02,17.4,623233.9,60,81,16500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,OGSA3.SA,OGSA3,equity,NOVA OLEO,ON,BROGSAACNOR5,2017-01-02,2.14,609378.3666666667,60,50,37900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LUPA3.SA,LUPA3,equity,LUPATECH,ON      NM,BRLUPAACNOR8,2017-01-02,4.05,564869.7,60,29,33000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ITSA3.SA,ITSA3,equity,ITAUSA,ON  EJ  N1,BRITSAACNOR0,2017-01-02,8.06,555133.6333333333,60,58,20400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BSEV3.SA,BSEV3,equity,BIOSEV,ON      NM,BRBSEVACNOR3,2017-01-02,7.47,551753.65,60,39,7400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,JSLG3.SA,JSLG3,equity,JSL,ON      NM,BRJSLGACNOR2,2017-01-02,9.08,545716.1,60,10,6700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PTBL3.SA,PTBL3,equity,PORTOBELLO,ON      NM,BRPTBLACNOR8,2017-01-02,2.05,534831.6333333333,60,218,206000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CMIG3.SA,CMIG3,equity,CEMIG,ON  EJ  N1,BRCMIGACNOR6,2017-01-02,8.09,520773.98333333334,60,105,43600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LCAM3.SA,LCAM3,equity,LOCAMERICA,ON  EJ  NM,BRLCAMACNOR3,2017-01-02,5.99,516764.4666666667,60,4,225200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BRAP3.SA,BRAP3,equity,BRADESPAR,ON  EJ  N1,BRBRAPACNOR5,2017-01-02,12.3,514248.88333333336,60,14,2700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CARD3.SA,CARD3,equity,CSU CARDSYST,ON  EJ  NM,BRCARDACNOR9,2017-01-02,4.91,508409.7,60,816,145300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BPHA3.SA,BPHA3,equity,BR PHARMA,ON      NM,BRBPHAACNOR6,2017-01-02,4.6,496101.45,60,187,98400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LOGN3.SA,LOGN3,equity,LOG-IN,ON      NM,BRLOGNACNOR3,2017-01-02,2.6,494336.26666666666,60,102,59800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BPAN4.SA,BPAN4,equity,BANCO PAN,PN      N1,BRBPANACNPR1,2017-01-02,1.29,484178.88333333336,60,17,4800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,UCAS3.SA,UCAS3,equity,UNICASA,ON      NM,BRUCASACNOR1,2017-01-02,2.63,474894.9666666667,60,124,162800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SGPS3.SA,SGPS3,equity,SPRINGS,ON      NM,BRSGPSACNOR4,2017-01-02,4.27,468023.01666666666,60,45,25500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TESA3.SA,TESA3,equity,TERRA SANTA,ON      NM,BRTESAACNOR9,2017-01-02,10.1,467501.74358974356,39,6,4100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,FHER3.SA,FHER3,equity,FER HERINGER,ON      NM,BRFHERACNOR5,2017-01-02,2.04,427066.85,60,24,18800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,KLBN4.SA,KLBN4,equity,KLABIN S/A,PN      N2,BRKLBNACNPR9,2017-01-02,2.79,419935.4,60,141,80600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2017-01-02,5.88,412577.35,60,43,12300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TECN3.SA,TECN3,equity,TECHNOS,ON  ED  NM,BRTECNACNOR6,2017-01-02,3.63,396301.5517241379,58,25,7700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ATOM3.SA,ATOM3,equity,ATOMPAR,ON,BRATOMACNOR1,2017-01-02,3.05,386976.76666666666,60,17,3500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,USIM3.SA,USIM3,equity,USIMINAS,ON      N1,BRUSIMACNOR3,2017-01-02,8.2,383828.55,60,18,4300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CGRA4.SA,CGRA4,equity,GRAZZIOTIN,PN  EJ,BRCGRAACNPR9,2017-01-02,16.59,374832.35,60,17,4400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,GSHP3.SA,GSHP3,equity,GENERALSHOPP,ON      NM,BRGSHPACNOR7,2017-01-02,4.07,344600.3396226415,53,6,3600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,OFSA3.SA,OFSA3,equity,OUROFINO S/A,ON      NM,BROFSAACNOR7,2017-01-02,28.0,316932.03921568627,51,2,200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CGAS3.SA,CGAS3,equity,COMGAS,ON  EJ,BRCGASACNOR0,2017-01-02,41.3,316307.9827586207,58,16,3600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,GUAR4.SA,GUAR4,equity,GUARARAPES,PN,BRGUARACNPR1,2017-01-02,57.49,312154.8333333333,60,18,2100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2017-01-02,1.58,299308.5833333333,60,21,13300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,FRAS3.SA,FRAS3,equity,FRAS-LE,ON      N1,BRFRASACNOR0,2017-01-02,4.3,295232.4666666667,60,42,22700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LFFE4.SA,LFFE4,equity,LA FONTE TEL,PN,BRLFFEACNPR9,2017-01-02,1.38,282538.28571428574,14,1,100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ENEV3.SA,ENEV3,equity,ENEVA,ON      NM,BRENEVACNOR8,2017-01-02,11.88,272690.0833333333,60,1,500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LFFE3.SA,LFFE3,equity,LA FONTE TEL,ON,BRLFFEACNOR2,2017-01-02,1.1,272558.125,24,4,1700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2017-01-02,3.69,271078.0,58,16,58300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CTAX3.SA,CTAX3,equity,CONTAX,ON  ES  NM,BRCTAXACNOR3,2017-01-02,10.0,262388.5,60,90,24800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,POMO3.SA,POMO3,equity,MARCOPOLO,ON      N2,BRPOMOACNOR0,2017-01-02,2.12,256565.2,60,149,79500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PRIO3.SA,PRIO3,equity,PETRORIO,ON      NM,BRPRIOACNOR1,2017-01-02,23.3,244398.36666666667,60,108,27300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ROMI3.SA,ROMI3,equity,INDS ROMI,ON      NM,BRROMIACNOR8,2017-01-02,2.65,218524.41666666666,60,16,42700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SHUL4.SA,SHUL4,equity,SCHULZ,PN,BRSHULACNPR4,2017-01-02,4.25,208693.58333333334,60,53,23800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RNEW11.SA,RNEW11,equity,RENOVA,UNT ES  N2,BRRNEWCDAM15,2017-01-02,6.6,197145.55,60,131,53800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SNSL3.SA,SNSL3,equity,SENIOR SOL,ON      MA,BRSNSLACNOR9,2017-01-02,13.98,193038.65,60,18,3700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2017-01-02,17.0,148506.28301886792,53,6,900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PINE4.SA,PINE4,equity,PINE,PN      N2,BRPINEACNPR8,2017-01-02,3.79,140895.50847457626,59,56,43500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,EUCA4.SA,EUCA4,equity,EUCATEX,PN      N1,BREUCAACNPR8,2017-01-02,2.85,137306.6379310345,58,10,2900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SANB4.SA,SANB4,equity,SANTANDER BR,PN,BRSANBACNPR5,2017-01-02,10.41,131671.08333333334,60,49,25100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,VULC3.SA,VULC3,equity,VULCABRAS,ON,BRVULCACNOR2,2017-01-02,2.41,131483.9,60,3,5700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN      N2,BRCLSCACNPR3,2017-01-02,15.74,127832.85,60,19,4100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,VVAR4.SA,VVAR4,equity,VIAVAREJO,PN      N2,BRVVARACNPR8,2017-01-02,3.8,126003.58333333333,60,69,47500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RCSL4.SA,RCSL4,equity,RECRUSUL,PN,BRRCSLACNPR1,2017-01-02,1.08,125531.38333333333,60,94,50000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,IDNT3.SA,IDNT3,equity,IDEIASNET,ON      NM,BRIDNTACNOR5,2017-01-02,4.29,122846.83333333333,60,5,1700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CCPR3.SA,CCPR3,equity,CYRE COM-CCP,ON      NM,BRCCPRACNOR9,2017-01-02,9.9,122117.92307692308,39,5,500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,UNIP6.SA,UNIP6,equity,UNIPAR,PNB,BRUNIPACNPB8,2017-01-02,6.83,114387.71666666666,60,9,1900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,FRIO3.SA,FRIO3,equity,METALFRIO,ON      NM,BRFRIOACNOR2,2017-01-02,1.75,113060.28813559322,59,6,5200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BRKM3.SA,BRKM3,equity,BRASKEM,ON      N1,BRBRKMACNOR1,2017-01-02,29.23,112672.51923076923,52,8,1700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BOBR4.SA,BOBR4,equity,BOMBRIL,PN,BRBOBRACNPR3,2017-01-02,2.01,104007.74576271187,59,22,13000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,SANB3.SA,SANB3,equity,SANTANDER BR,ON,BRSANBACNOR8,2017-01-02,18.61,102689.38983050847,59,11,4200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,LLIS3.SA,LLIS3,equity,LE LIS BLANC,ON      NM,BRLLISACNOR4,2017-01-02,3.32,102348.6,60,4,3400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,WHRL4.SA,WHRL4,equity,WHIRLPOOL,PN,BRWHRLACNPR2,2017-01-02,3.15,91039.09090909091,55,1,2100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TOYB4.SA,TOYB4,equity,TECTOY,PN,BRTOYBACNPR1,2017-01-02,3.0,90353.58620689655,58,5,700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,VIVR3.SA,VIVR3,equity,VIVER,ON      NM,BRVIVRACNOR4,2017-01-02,1.56,89774.6,60,17,2900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RDNI3.SA,RDNI3,equity,RODOBENSIMOB,ON      NM,BRRDNIACNOR9,2017-01-02,5.58,86204.12727272727,55,6,2200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,FJTA4.SA,FJTA4,equity,FORJA TAURUS,PN      N2,BRFJTAACNPR2,2017-01-02,1.83,76376.06666666667,60,17,15200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ESTR4.SA,ESTR4,equity,ESTRELA,PN,BRESTRACNPR0,2017-01-02,0.62,74682.86666666667,60,6,5400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CELP3.SA,CELP3,equity,CELPA,ON,BRCELPACNOR8,2017-01-02,2.29,72872.62162162163,37,2,200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,VVAR3.SA,VVAR3,equity,VIAVAREJO,ON      N2,BRVVARACNOR1,2017-01-02,3.8,67349.73333333334,60,79,36000,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2017-01-02,11.69,56407.78333333333,60,1,100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,ADHM3.SA,ADHM3,equity,ADVANCED-DH,ON,BRADHMACNOR9,2017-01-02,0.79,54075.0,1,66,68600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CRDE3.SA,CRDE3,equity,CR2,ON      NM,BRCRDEACNOR1,2017-01-02,1.42,50637.4693877551,49,1,4500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,KLBN3.SA,KLBN3,equity,KLABIN S/A,ON      N2,BRKLBNACNOR2,2017-01-02,5.93,49972.862068965514,58,51,9700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BAZA3.SA,BAZA3,equity,AMAZONIA,ON,BRBAZAACNOR0,2017-01-02,29.99,39945.557692307695,52,1,100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BEES3.SA,BEES3,equity,BANESTES,ON  EJ,BRBEESACNOR9,2017-01-02,2.65,39639.566666666666,60,8,7300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,EMAE4.SA,EMAE4,equity,EMAE,PN,BREMAEACNPR1,2017-01-02,8.45,39290.36170212766,47,1,200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,AZEV4.SA,AZEV4,equity,AZEVEDO,PN,BRAZEVACNPR7,2017-01-02,1.05,38913.24528301887,53,3,1400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,BMEB4.SA,BMEB4,equity,MERC BRASIL,PN,BRBMEBACNPR5,2017-01-02,4.19,38023.14035087719,57,14,6700,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,INEP4.SA,INEP4,equity,INEPAR,PN,BRINEPACNPR8,2017-01-02,2.83,37019.56363636364,55,3,400,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TRIS3.SA,TRIS3,equity,TRISUL,ON      NM,BRTRISACNOR4,2017-01-02,2.5,28960.694444444445,36,52,65500,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TIET4.SA,TIET4,equity,AES TIETE E,PN      N2,BRTIETACNPR7,2017-01-02,2.69,27687.266666666666,60,6,3800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,IGBR3.SA,IGBR3,equity,IGB S/A,ON,BRIGBRACNOR7,2017-01-02,1.33,27655.655172413793,58,56,89300,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,TCNO4.SA,TCNO4,equity,TECNOSOLO,PN,BRTCNOACNPR2,2017-01-02,1.45,26732.15,60,11,4100,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,WHRL3.SA,WHRL3,equity,WHIRLPOOL,ON,BRWHRLACNOR5,2017-01-02,3.01,26439.0,44,4,600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CRPG5.SA,CRPG5,equity,CRISTAL,PNA,BRCRPGACNPA3,2017-01-02,5.85,23681.063829787236,47,3,1600,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,PLAS3.SA,PLAS3,equity,PLASCAR PART,ON,BRPLASACNOR2,2017-01-02,4.29,22816.738095238095,42,2,200,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,CELP5.SA,CELP5,equity,CELPA,PNA,BRCELPACNPA1,2017-01-02,2.4,22039.166666666668,12,2,900,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,RANI3.SA,RANI3,equity,CELUL IRANI,ON,BRRANIACNOR5,2017-01-02,2.4,21835.122448979593,49,7,2800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,IDVL4.SA,IDVL4,equity,INDUSVAL,PN      N2,BRIDVLACNPR2,2017-01-02,1.39,21728.18181818182,44,2,4800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
2017-01-02,DASA3.SA,DASA3,equity,DASA,ON  EJ,BRDASAACNOR1,2017-01-02,17.2,20545.97142857143,35,6,1800,B3 COTAHIST official annual file; last trading session 2017-01-02; 60-session average traded value,2017
